0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36,25
0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24,15
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21,7
0.4,0.6666668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27,19
0.4,0.0,0.6666668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18,23
-0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24,11
0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27,12
0.0,-0.6666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33,4
0.0,0.6666668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39,10
0.4,-0.6666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,9
0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,14
-0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27,8
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30,14
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30,10
0.8,0.6666668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,24
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27,9
0.0,-0.6666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,14
0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30,18
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30,12
0.0,-0.6666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,10
-0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,9
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48,10
-0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,7
0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,25
-0.4,-0.6666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33,1
0.0,0.6666668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,13
0.4,-0.6666666,0.6666668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24,19
0.0,-0.6666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21,5
0.4,0.6666668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21,7
-0.4,-0.6666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30,2
-0.4,0.6666668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,9
-0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48,15
0.0,0.6666668,-0.6666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42,14
-0.8,-0.6666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27,5
0.8,0.6666668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36,22
-0.4,-0.6666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1
0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,22
0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30,13
0.0,0.6666668,-0.6666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42,18
0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30,15
-0.8,0.6666668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21,3
0.0,0.6666668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30,10
-0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,2
0.4,0.6666668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36,18
0.4,0.6666668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24,20
-0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36,6
0.0,0.6666668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27,12
0.0,0.6666668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42,18
0.4,-0.6666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24,13
0.0,-0.6666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24,6
-0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30,7
